287.2525 , 215.5181 , 58.89288 , 282.3683 , 230.5653 , 52.84124 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
281.1189 , 231.5225 , 76.64005 , 272.5554 , 310.3819 , 25.66383 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
277.5437 , 234.9304 , 86.92744 , 273.4854 , 45.24987 , 309.3601 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
276.823 , 236.8026 , 88.79964 , 273.4495 , 53.24451 , 305.7356 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
276.1743 , 234.0082 , 94.94926 , 273.744 , 67.08086 , 294.9721 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
275.0881 , 231.9497 , 102.8048 , 274.7332 , 78.44118 , 288.8623 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
274.6944 , 228.4159 , 108.8155 , 274.9013 , 85.10607 , 283.9254 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
274.2324 , 229.5417 , 109.9412 , 274.8903 , 86.54712 , 283.8533 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
273.8146 , 230.557 , 110.9564 , 275.0302 , 87.15952 , 284.2514 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
273.774 , 233.4194 , 109.9287 , 274.5707 , 89.61036 , 282.5168 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
273.7435 , 236.1422 , 108.8595 , 273.9203 , 92.90529 , 278.4401 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
273.3717 , 236.8853 , 109.6026 , 274.1209 , 92.35425 , 279.2124 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
273.0364 , 237.5549 , 110.2724 , 274.3231 , 91.85468 , 279.78 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
272.4618 , 238.7019 , 111.4198 , 274.4058 , 91.8522 , 280.8179 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
272.4229 , 228.9915 , 122.1007 , 274.3276 , 98.34325 , 274.0255 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
272.4746 , 219.8324 , 132.1348 , 274.2843 , 104.6976 , 267.307 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
272.4895 , 213.9363 , 138.822 , 274.2773 , 108.6671 , 262.9335 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
272.241 , 214.2957 , 139.1812 , 274.0945 , 107.8844 , 263.2983 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
272.0171 , 214.6193 , 139.5049 , 273.917 , 107.1283 , 263.6047 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
271.8156 , 214.9109 , 139.7964 , 273.3672 , 108.987 , 260.2634 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
271.6342 , 215.1735 , 140.0591 , 273.1431 , 108.6922 , 260.1227 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
271.6088 , 209.129 , 147.0004 , 273.1006 , 111.8895 , 256.9028 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
272.0873 , 328.2008 , 27.95131 , 274.5336 , 62.2138 , 306.7548 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
278.5585 , 348.7414 , 7.457901 , 280.6834 , 34.01831 , 335.5362 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
286.2923 , 351.7534 , 4.498825 , 288.2755 , 24.54679 , 345.8896 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
294.18 , 352.7333 , 3.562325 , 296.3125 , 21.69634 , 350.0311 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
302.021 , 353.2558 , 3.086037 , 305.6334 , 26.35572 , 348.0724 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
310.1039 , 353.6621 , 2.744571 , 313.5971 , 25.27251 , 351.6382 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
325.7053 , 354.5576 , 2.146025 , 327.69 , 20.65944 , 0.353987 , 273.0117 , 180 , 180 , 273.0116 , 180 , 180.446
